"Data Source","World Development Indicators",

"Last Updated Date","2023-10-26",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Norway","NOR","GDP (current US$)","NY.GDP.MKTP.CD","5163271598.15702","5632460936.54576","6066976682.67364","6510239502.76489","7159202706.48027","8058680980.79714","8696460119.69699","9514496609.69888","10159934036.7288","11063064974.5398","12814194863.3018","14583103533.0351","17358481291.4162","22534123432.1493","27145652980.0117","32877543120.2524","35942160908.9942","41508030438.9045","46522900253.7054","53132594368.1229","64439056747.6556","63596562434.4008","62646871991.5681","61627522382.596","62058271862.7546","65416626280.899","78692674637.045","94230606535.1134","101900521458.037","102633934390.615","119791045690.118","121871665528.423","130838022522.86","120578717965.736","127131604641.39","152030652228.016","163519897878.102","161356612878.694","154230346261.264","162384295939.12","171456390281.958","174240242224.618","195915371987.697","229384929368.922","265267350723.204","309978579743.888","346913357588.358","402645550184.816","464917553191.489","387974344023.324","431052143940.438","501360549669.404","512777309840.997","526014468085.106","501736471832.848","388159512245.53","370956547619.048","401745275035.261","439788625883.8","408742840909.091","367633418886.627","490293364377.183","579267365866.343",
"Nepal","NPL","GDP (current US$)","NY.GDP.MKTP.CD","508334413.965087","531959561.160121","574091100.695641","496947904.443033","496098775.308642","735267081.655502","906811943.824649","841974025.462659","772231413.882625","788641964.643457","865975307.776","882765470.722173","1024098397.79931","972101724.995368","1217953546.97604","1575789254.46938","1452788944.45628","1382400000","1604162497.45945","1851250008.33333","1945916583.33333","2275583316.66667","2395423680.22852","2447174803.54051","2581207387.79709","2619913955.51556","2850782092.69387","2957255379.54315","3487009748.35638","3525225832.99053","3627560281.90505","3921476084.89072","3401211581.29176","3660041666.66667","4066775510.20408","4401104417.67068","4521580381.47139","4918691916.53516","4856255044.39064","5033642384.10596","5494252207.90502","6007055042.17687","6050875806.66403","6330473096.54071","7273938314.71988","8130258415.29215","9043715355.8881","10325618017.379","12545438605.3959","12854985464.0764","16002656434.4746","21573872273.6695","21703100746.8206","22162205045.9731","22731612827.3458","24360801338.0543","24524109484.7453","28971588880.8208","33111525182.7133","34186180694.9285","33433659223.1789","36924841430.0574","40828247302.4851",
"Nauru","NRU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47562842.3658354","65071849.5751335","101055718.551503","94384979.0109467","99149259.8365624","84863407.8650093","97541914.5833045","109355653.690742","130995580.092154","125160081.80546","124685686.622889","145536603.234791","150922211.044258",
"New Zealand","NZL","GDP (current US$)","NY.GDP.MKTP.CD","5485854791.97096","5670064168.21773","6077496267.76294","6638937283.13963","7274144350.81809","5654463548.90031","5863733192.49962","5961418093.53003","5180597708.87731","5761588859.82561","","7911136757.06867","9567202750.72331","12802281897.8712","13940743959.4583","12861983284.3912","13604832424.0062","15446082335.7187","18530518394.6488","20730291375.9872","23244547384.6748","24417769672.4841","24164603058.9949","24308680631.4307","21665582141.0677","24679290455.612","30604668356.5695","40375812560.0295","45176423605.5945","43920222524.7085","45495129385.0475","42744828653.3514","41649386969.5133","46775038748.7573","55313381442.5437","63916899263.9355","70140835299.0148","66073130218.3528","56226503975.8201","58762260625.8758","52622954598.9299","53872463497.1703","66627729311.4495","88250885550.2626","103905628688.949","114720129550.095","111538810712.665","137188946865.584","133131369930.414","121373602348.679","146517541181.254","168291357111.739","176206659722.524","190906575136.003","201313497220.917","178064471137.921","188838342527.975","206556258844.567","211886686924.483","213091987153.092","212569779569.515","255551704625.831","247234053739.267",
"OECD members","OED","GDP (current US$)","NY.GDP.MKTP.CD","1074536963868.01","1137842040851.96","1227852102269.13","1323009087447.25","1446027927230.7","1569569743833.13","1722667267357.04","1849091101785.86","2005166564863.9","2205629988354.1","2404686247123.15","2662824955390.38","3088752725507.64","3731756890937.93","4181384546714.57","4686670470383.03","5082767159669.08","5734505486703.22","6889276867199.64","7957663433300.57","8844458238434.9","9003003819108.53","8868580154612.23","9158864455518.78","9578521106787.23","10088394120629.9","12218980287921","14150712774129.5","15950200829698.4","16691782038666.2","18803260663340.5","19902760618767.8","21404714023723","21696329187635.9","23279672410310.1","25663192019641.3","25880226257352.7","25485456595205.5","25745258707977.1","27041441623625.9","27635544739434.9","27374583037446.8","28563009910366.6","31951205451316.3","35572822806798","37609340450462.9","39674408824856.5","43436115388658.3","46122698414754","43144826371455.6","45255639867938.5","48674651671113","48622412695260","49270437358352.7","50278943454195.9","47411160772825.3","48327404425594.2","50447226919268.8","53371534234287","53878159069137.1","52536127270671.7","58363931312919","59596537275134.1",
"Oman","OMN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","63279974.801914","67759973.0179787","107151734.048865","188879849.160552","239999808.336153","256319795.303011","301010587.102984","366883549.303582","483066762.401589","1645917781.25628","2096699195.41604","2560220042.15466","2741169955.82273","2740301397.62681","3733352645.4353","5981760295.25698","7259120171.56665","7554719477.57591","7932541713.75953","8821430391.57955","10005645420.4606","7324168966.98643","7811183094.92848","8386215864.75943","9372171651.49545","11685045513.6541","11341482444.7334","12452275682.7048","12493107932.3797","12918855656.697","13802600780.2341","15277763328.9987","15837451235.3706","13996914694.4083","15593456176.8531","19507452535.7607","19452000520.156","20142756046.814","21633708192.4577","24763712873.8622","31081991677.5033","37215779713.9142","42085379453.8362","60905452535.7607","48388363589.0767","64993498049.4148","77497529258.7776","87408842652.7958","89936020806.2419","92699089726.9181","78710793237.9714","75128738621.5865","80856697009.1027","91505851755.5267","88060858257.4772","75909397659.2978","88191977373.212","114667360208.062",
"Other small states","OSS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","3136792480.76254","3723790335.19266","4506983784.26746","6529982802.21482","12038470436.9046","13438157792.5377","16705643657.856","18811847922.4421","20754149836.9093","26949571910.0386","37433945856.9655","37631523061.3724","35595407219.9606","33626483058.6808","33869280908.774","32188255618.6667","32597410212.0078","38688149559.6568","43466381093.6966","45513212160.6857","54470069179.1872","56088598973.7755","61185089378.1919","58270242536.9198","60952773467.5735","69995035765.8647","73779037903.2247","76822131943.5454","75274017479.7836","81019607839.7913","91702715004.0869","91249698436.2783","98381529622.5164","122230903916.669","151646041505.879","183677137343.925","215631597860.036","263863420304.965","322995519907.265","277194805059.559","322561398956.711","396974173386.158","413999903828.322","432056568012.842","446620927907.665","370450170724.575","366511615959.013","399126295563.396","443078577997.35","434119014495.412","378201169802.007","455685066365.311","529870616389.929",
"Pakistan","PAK","GDP (current US$)","NY.GDP.MKTP.CD","3749265014.69971","4118647627.04746","4310163796.72407","4630827383.45233","5204955900.88198","5929231415.37169","6561108777.82444","7464510709.7858","8041999160.0168","8683116337.67325","10027509449.811","10665896682.0664","9415016359.56604","6383429490.21091","8899191919.19192","11230606060.6061","13168080808.0808","15126060606.0606","17811515151.5152","19688383838.3838","23654444444.4444","28100606060.6061","30725971563.981","28691889763.7795","31151825467.4978","31144920844.3272","31899070055.7967","33351529274.6869","38472742808.3167","40171105580.1973","40010423970.4576","45625336680.2047","48884672605.0356","51809999353.1614","52293471392.5867","60636071684.1918","63320170084.4076","62433340468.0228","62191955814.3478","62973856843.5739","82017743416.2841","79484403984.8849","79904985384.8652","91760542940.0717","107759683863.123","120055291992.938","137264061106.043","152385716311.916","170077814106.305","168152775283.032","177165547828.889","213587517187.669","224383544087.452","231218467669.571","244360858682.762","270556104886.456","313629998960.445","339205536454.445","356128167702.894","320909472926.461","300425609206.18","348262544719.247","376532751806.989",
"Panama","PAN","GDP (current US$)","NY.GDP.MKTP.CD","537147100","599026300","652120900","722784500","776137500","852485300","928833000","1034376400","1112791100","1221305700","1351006400","1523917200","1673411700","1913793400","2188307600","2435304100","2588106000","2738261900","3244558600","3704551600","4614086400","5222421500","5769767900","5923755900","6183387100","6541517100","6797834200","6827665300","5902783400","5918469800","6433967000","7074675500","8042337700","8782585400","9365289800","9573813700","9870494000","10677286100","11575486400","12130252200","12304115000","12502013400","12994310400","13693981200","15013381700","16374393900","18141666300","21295984200","25155888600","27116635600","29440287600","34686224300","40429700000","45599900000","49921400000","54091800000","57907700000","62202700000","67294169234.6291","69721787532.9789","57086836942.4052","67406738051.7437","76522511780.6222",
"Peru","PER","GDP (current US$)","NY.GDP.MKTP.CD","2571986572.12719","2897852693.27494","3284322201.27831","3598272493.3109","4353664866.67985","5163008077.37371","6109048736.61853","6194340079.8786","5736083835.29034","6420909789.83","7432223176.93623","8289582883.67673","9189413409.28138","10994381895.1161","13858441211.4692","16931162355.4802","16131958850.6444","14544913960.5062","12491876742.9708","15954012439.1662","18136838537.725","21648214892.8828","21794535621.216","17345260564.4824","17600400384.5073","15078736875.387","21859448586.485","36889706592.6843","15439408447.2","22499559086.0587","26410386669.3532","34341465998.2003","35966302303.263","34832077220.8537","44882079766.8913","53312793687.3836","55252414130.3019","58147522522.5225","55501467877.381","50187324567.883","51744749133.213","52030158775.4055","54777553515.0809","58731030121.8671","66768703497.5687","76060606060.6061","88643193061.748","102170981144.136","120550599815.441","120822986521.479","147527631520.729","171761737046.585","192649991136.09","201175541637.441","200786240836.818","189802961890.097","191898127860.843","211007952315.888","222597030191.041","228325852220.761","201947603715.409","223717791482.577","242631549613.268",
"Philippines","PHL","GDP (current US$)","NY.GDP.MKTP.CD","7515892289.174","8171194489.33401","4954593633.20422","5505023032.52477","5953755756.42287","6517349192.60922","7189017882.34663","7724873929.38407","8632749263.06796","9571800645.44661","7559115517.55949","8375075197.08348","9067815975.40698","11412449173.9412","15607882556.6329","16875240685.8366","19381054331.5877","22283109806.3622","25762223399.6909","31218296296.361","36848079268.5171","40499388873.8266","42206011278.0585","37759181029.9732","35730184921.1822","34961486974.8541","33987206739.2067","37791488666.0743","43152128958.6116","48513772976.7115","50508286641.5746","51784144314.5523","60422329031.6279","62036529909.6817","73159337838.4005","84644329824.7159","94648084429.0341","94106316500.6777","74492416329.9142","85640170314.8245","83669788254.7279","78921234457.5487","84307346432.1264","87039092438.9644","95002000250.4167","107419977968.185","127652927611.904","155980408072.596","181624627927.891","175974754207.575","208368892319.281","234216730703.65","261920542606.621","283902829721.261","297483553299.593","306445871631.969","318627003965.989","328480738147.1","346841896890.489","376823404772.837","361751145432.404","394087362017.318","404284327311.713",
"Palau","PLW","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146297500","156907900","163184900","153963200","165186200","190452900","192382400","198897700","198283900","187522800","185943000","196911100","212397800","221117200","241669800","280457700","298300000","285600000","284900000","278900000","251900000","217800000","",
"Papua New Guinea","PNG","GDP (current US$)","NY.GDP.MKTP.CD","230496036.907025","244832039.202506","261184041.820789","275968044.188003","305312048.886565","344176055.10947","390992062.605649","441728182.729517","485184189.687693","551263864.26837","645568215.368383","717750057.559415","858761953.084019","1299079580.23649","1467417948.86332","1356603017.90381","1511842283.9237","1640745929.69168","1947878833.37148","2293758902.84789","2545809091.71129","2498188995.00821","2368718617.43775","2562352064.85594","2552663565.32673","2423338768.34277","2647995147.96727","3143851216.95783","3656179989.10101","3546470500.90388","3219730364.99623","3787394957.98319","4377980510.05598","4974550286.18152","5502786069.65174","4636057476.42568","5155311077.38998","4936615298.79367","3789443014.61662","3477038204.01733","3521339699.07407","3081024212.42924","2999511040.19764","3536411824.2958","3927157866.96465","4865892972.27595","8354911621.97941","9545029480.82223","11670891359.7271","11619455043.4763","14250785801.34","17985138449.6522","21295165200.8383","21261338064.8783","23210823987.308","21723439625.73","20758874952.5805","22742696407.5093","24109780113.2307","24751069237.9977","23848442440.267","26311656000","30633444294.631",
